"","%IncMSE","IncNodePurity"
"selfclarity_1",4.66562097916544,1.30895863359201
"selfclarity_2",6.4131113369965,3.55731274023802
"selfclarity_3",1.67341755576546,0.753602056132247
"selfclarity_4",4.76517165173681,2.38691824252859
"selfclarity_5",4.14527798542157,1.85736639056027
"selfclarity_6",4.86394500977163,0.981671961138458
"selfclarity_7",6.15311343430707,2.8775180487218
"selfclarity_8",6.52434746920354,6.63109512660361
"selfclarity_9",7.58241038704346,4.6476960833778
"selfclarity_10",4.79719959758905,3.76769455224414
"selfclarity_11",4.19819014937416,1.77426632355345
"selfclarity_12",9.75047614054089,20.7979431827255
"LOT_1",2.48973034422611,0.25146465684079
"LOT_2",3.99889111957852,1.5381388508738
"LOT_3",6.36776147062691,7.02048128136979
"LOT_4",-1.60374009789582,0.390592748736224
"LOT_5",0.267790486463807,0.262055398374127
"LOT_6",0.0901382422877005,0.175516092120633
"IPC_1",3.4688810855381,0.565109345367874
"IPC_2",2.84404797139452,0.375329363950331
"IPC_3",13.8999887604238,26.0675122451766
"IPC_4",3.03375399751338,0.699621044888926
"IPC_5",2.76127980063402,1.31340672305738
"IPC_6",5.57991194256941,3.29208862407341
"IPC_7",3.12681495895434,0.809849311415837
"IPC_8",3.75103197457969,0.626891216132011
"ses_1",3.29503531294997,0.369938933727082
"ses_2",1.88745781423778,0.276853435125253
"ses_3",2.23245716959305,0.447433717711755
"ses_4",2.85357183141069,0.278339497075947
"ses_5",3.37299888693704,1.10477064174122
"ses_6",1.74489451465222,0.361253465758686
"ses_7",1.72611477872318,0.464890863722328
"ses_8",2.89364636423823,0.46747624508862
"ses_9",1.38618509485543,0.242157536941069
"ses_10",1.8753588627347,0.198743458420109
"coreself_1",3.3742621516465,0.456223898473678
"coreself_2",0.888954302448088,0.637172125772041
"coreself_3",2.3393640419279,0.504626973049466
"coreself_4",3.73447661670917,2.08698220621388
"coreself_5",3.15035367904815,0.878904253315244
"coreself_6",5.76495348100699,3.55402548716289
"coreself_7",4.86841243298454,2.02871646352239
"coreself_8",3.88480150713515,1.54050526677072
"coreself_9",3.09582564742612,0.67134183254115
"coreself_10",0.279146681563514,0.490099614742397
"NPI1",1.52588476650705,0.0676706198705467
"NPI2",1.24427626168913,0.122702910280987
"NPI3",1.61336972124322,0.18816770375016
"NPI4",-0.9023378353461,0.109111101262804
"NPI5",-0.0213583240142777,0.0985107248446026
"NPI6",0.835892548167983,0.171147075872773
"NPI7",3.04463987832498,1.78917690101112
"NPI8",0.429148119693711,0.294204858992915
"NPI9",-0.402758590666798,0.131831917397027
"NPI10",-0.442903997551821,0.111683694584785
"NPI11",2.21865355066557,0.0914362894890803
"NPI12",-0.252693252423153,0.0636600424956522
"NPI13",-0.895245849767158,0.0965243606216366
"NPI14",1.60966482963117,0.0797044878164852
"NPI15",2.18074510897647,0.161371950584389
"hsns_1",2.89805634441641,0.461570735145318
"hsns_2",3.05032943720021,2.00524841880714
"hsns_3",4.67851761190689,1.54047669000614
"hsns_4",3.44902957438395,0.655246423395972
"hsns_5",2.98890911689399,2.06224532970762
"hsns_6",0.83140770048612,0.654196110650106
"hsns_7",2.83053328338699,0.585737721543533
"hsns_8",0.043327105983582,0.610029340534029
"hsns_9",2.59110621112675,0.468580823837961
"hsns_10",9.0304385757346,5.07779440112526
"MorIden_1",0.406797999795902,0.11963272611598
"MorIden_2",3.14829728247607,0.399945608810584
"MorIden_3",1.39091370763328,0.101554544182774
"MorIden_4",1.81862869017596,0.341221205710284
"MorIden_5",3.92071662938466,0.726368661858011
"MorIden_6",2.00847850266629,0.349736064959531
"MorIden_7",1.7593079444028,0.374499402344716
"MorIden_8",2.9659910825103,0.317443657486694
"MorIden_9",1.66322347693157,0.470272535485054
"MorIden_10",1.98104739654371,0.142885657864413
"moralSeImag_1",4.02495560511998,0.599689756930107
"moralSeImag_2",2.75046167630625,0.477404802738553
"moralSeImag_3",2.18763262279458,0.557775026666487
"moralSeImag_4",1.92421139052008,0.561904964405211
"moralSeImag_5",3.63271792228744,0.84939085094984
"moralSeImag_6",8.93879410137845,3.5838032869436
"moralSeImag_7",2.88330142015263,0.426931837658775
"moralSeImag_8",2.65870948754867,0.399230288457523
"moralSeImag_9",1.59724266894363,0.424766565624945
"sde_1",2.51194271941266,0.503156466868072
"sde_2",12.6026481860208,21.3299069248101
"sde_3",2.42286672779051,0.773585411431924
"sde_4",9.43971365476697,17.191451757685
"sde_5",5.77416205809874,2.06621098686285
"sde_6",3.83171140025354,1.63441010843261
"sde_7",3.12701857595445,0.61130281501307
"sde_8",0.119053630262761,0.618622272146142
"sde_9",4.28463459115555,0.91684784711488
"sde_10",7.16405581701938,7.6343368977148
"sde_11",6.63954996791533,3.60655995881399
"sde_12",7.62782828048418,9.02172114730171
"sde_13",3.85827499429015,0.9416518684221
"sde_14",3.74201935528659,1.72661566639516
"sde_15",4.34563707609995,0.601697653692584
"sde_16",6.30119806477557,2.673262005393
"sde_17",7.35896916289008,3.08672330674631
"sde_18",4.72061156284702,1.71209004822754
"sde_19",2.88254845473529,0.475713069053513
"sde_20",12.4993006774566,21.9950231766855
"IM_1",9.21163996132656,3.49005905052809
"IM_2",5.94300912954915,2.55124958165567
"IM_3",6.67296361160373,3.04387490843483
"IM_4",4.94075146124607,1.01713197158868
"IM_5",4.07666067378802,1.00802336732682
"IM_6",3.31971326406492,1.38599054595766
"IM_7",5.60021373353452,2.73497239193314
"IM_8",2.97975410836361,0.39828975048485
"IM_9",2.73968532293427,0.850629574063488
"IM_10",3.79597662695007,0.823832595280207
"IM_11",1.81299544673187,0.676495896451477
"IM_12",3.32693645879571,0.585363674346746
"IM_13",2.02264384853053,0.775451526657013
"IM_14",4.38298977435302,1.23214979117284
"IM_15",3.02910992560397,1.09073761297901
"IM_16",3.68937588360658,1.74770088145902
"IM_17",3.2385034415664,1.78815246694677
"IM_18",0.902933811167867,0.603055614843137
"IM_19",4.25086528164784,1.79019338290415
"IM_20",7.22939867589062,5.62549450250697
"Ability",3.68834762434372,0.771508887493526
"Physical",2.80217695903814,0.780524379831792
"Material",3.22890035901779,1.04846245580347
"Social",3.71600751276211,0.768674028354034
"Moral",3.41905447696319,0.938794666100236
"SES2",2.88666277855437,0.437223409655931
"SES1",2.28729566215419,0.515984497413897
"ability_IAT",-0.285445067081773,1.13314660035025
"moral_IAT",0.90194282138133,1.22144821153894
"ability_ALT_rt_val",0.0738697191469825,1.10750458965253
"moral_ALT_rt_val",-0.501834711834294,1.18933612351259
"ability_ALT_rt_ref",-2.07129783659281,1.07217383155787
"moral_ALT_rt_ref",0.569679667062624,1.32900306022047
"ability_SRET_EW",2.8362628425302,0.732257343259233
"moral_SRET_EW",0.829075785768815,0.670288088112989
"ability_ALT_d_val",0.996140157716944,1.62772521897872
"moral_ALT_d_val",0.637065309095869,1.01773672610094
"ability_ALT_d_ref",-0.0775468762998853,0.819814033396257
"moral_ALT_d_ref",0.718760856449177,1.02451668747816
